252.688080,320.549408,1.058936;314.527100,341.642700,0.483135;427.634003,344.736542,0.834242;481.739838,336.840637,1.231045;691.899048,318.134705,1.422350;801.137512,339.453735,1.825300;881.820679,329.952606,1.344271;254.247513,394.503937,0.732246;325.679077,414.423309,0.723756;401.178589,420.434753,0.527109;491.437195,415.404236,1.187620;571.996582,402.361023,1.499712;681.383240,398.490082,0.529676;757.623169,401.722107,0.902670;827.115356,377.075165,1.690055;901.555664,413.564667,0.665045;246.855789,470.397308,0.593706;313.041595,470.261841,1.593169;444.114075,473.967194,1.632802;490.648743,506.730286,0.961645;575.661560,492.458862,0.667900;692.085388,473.176086,0.815011;763.888916,503.943909,1.154204;455.799011,571.994568,1.089044;496.478973,567.614929,0.619649;588.779358,563.298096,0.800786;689.461487,578.171570,0.648392;739.184204,560.586670,0.875248|574.471375,245.332504,1.362685;606.952942,297.125519,1.053906;623.745117,337.193787,0.935894
252.889999,320.477936,2.737345;314.612671,341.581299,2.959963;427.661285,344.739075,1.930708;481.793823,336.816193,1.854018;692.168274,318.084656,2.009804;801.339233,339.373291,2.734209;882.045227,329.896851,2.495811;254.424072,394.376495,3.480825;325.808655,414.378632,2.565676;401.357697,420.401794,2.764441;491.532440,415.356964,1.496912;572.227356,402.245361,2.919470;681.504333,398.452240,1.582532;757.828186,401.629150,1.527602;827.317932,377.055786,2.390867;901.763611,413.514832,1.611211;247.072983,470.149933,2.104923;313.237732,470.091461,3.094659;444.165924,473.853973,2.662237;490.761932,506.584198,1.375364;575.821716,492.317108,1.967176;692.295959,473.119568,2.480584;764.141357,503.895752,1.548463;455.930573,571.788330,2.198966;496.574036,567.463623,1.245671;588.938232,563.141602,2.469867;689.613831,578.010376,1.629273;739.314392,560.452942,1.173759|574.659180,245.272003,1.926074;607.183777,297.006561,2.464501;623.865906,337.168640,1.609333
252.911896,320.247101,1.273893;314.622437,341.340820,1.653246;427.744476,344.474548,2.697933;481.924377,336.550964,2.721597;692.188843,317.816803,1.463916;801.357971,339.166626,1.584315;882.044495,329.660187,0.939170;254.424927,394.142487,0.771883;325.866455,414.079010,2.621824;401.387756,420.156158,1.691625;491.593140,415.060822,2.310822;572.230408,401.997223,1.405761;681.507141,398.219452,1.119742;757.834106,401.405365,0.977280;827.322144,376.793610,1.406562;901.764221,413.290863,0.183711;247.087036,469.891693,1.081575;313.242371,469.825653,1.307818;444.249634,473.552063,2.045499;490.759857,506.359680,0.889494;575.823486,492.078979,1.563661;692.294983,472.858826,0.904336;764.140808,503.657318,0.919346;455.946106,571.568604,0.997941;496.588318,567.243530,1.008030;588.945557,562.888123,0.884223;689.617188,577.771667,1.026168;739.315125,560.227356,0.986664|574.681641,245.050430,1.197560;607.180481,296.722046,1.120671;623.940674,336.896881,1.412205
252.902847,319.922852,1.356413;314.624115,341.103394,1.234205;427.724579,344.257324,1.401981;481.998505,336.317719,1.061827;692.195679,317.532410,2.464985;801.342957,338.843628,1.313501;882.044006,329.424988,0.609405;254.425552,393.886444,0.432802;325.859802,413.848969,1.453612;401.378967,419.696228,2.206511;491.710114,414.810791,0.795992;572.335327,401.755646,1.749131;681.565979,397.921387,1.773328;757.823853,401.082306,1.170792;827.308411,376.528595,1.098636;901.753235,412.891418,0.628064;247.067841,469.656769,1.281050;313.297974,469.652618,1.802864;444.314667,473.363739,1.254269;490.824768,506.180054,1.400079;575.882996,491.807190,1.708405;692.394958,472.513550,1.400679;764.157654,503.337982,0.775215;455.984070,571.389038,1.086461;496.654968,567.007935,1.443996;589.030518,562.589966,1.299056;689.635376,577.510864,0.687039;739.321045,559.976624,1.186363|574.665710,244.719894,1.083790;607.179504,296.495056,0.491057;623.883301,336.630493,1.629578
252.910431,319.996216,0.993909;314.623932,341.103302,0.317903;427.683990,344.261230,0.970328;481.855225,336.307251,0.926815;692.195679,317.532410,0.000000;801.343567,338.842529,0.099285;882.028870,329.416779,0.358172;254.425064,393.884277,0.087562;325.850616,413.873962,1.203680;401.385193,419.919617,0.886150;491.594971,414.811615,0.557166;572.230652,401.773376,1.426659;681.468933,397.936005,1.214589;757.817322,401.194366,0.773044;827.292419,376.546783,0.703744;901.742493,412.992371,0.603266;247.044922,469.665405,0.998082;313.192291,469.684448,1.938125;444.143646,473.400452,1.697548;490.647034,506.245819,1.201829;575.677246,491.941986,1.618124;692.275085,472.680145,1.353390;764.126953,503.481567,0.623586;455.803955,571.479248,1.714337;496.478912,567.123352,1.376109;588.861145,562.759033,1.482038;689.545776,577.657166,1.450276;739.209534,560.114807,1.131103|574.665710,244.719894,0.000000;607.179504,296.495056,0.000000;623.883301,336.630493,0.000000
252.786087,320.206848,2.241498;314.556732,341.370514,2.370859;427.625183,344.508453,2.163915;481.790070,336.549805,1.705782;692.093445,317.778229,2.864559;801.224487,339.142670,1.388360;881.901001,329.663452,1.154316;254.315247,394.136536,1.586201;325.750153,414.142853,2.126178;401.271759,420.189087,2.170403;491.509460,415.079041,1.830718;572.109558,402.045349,3.008518;681.370789,398.218536,2.624948;757.703857,401.437439,2.065311;827.183838,376.783447,1.629930;901.632874,413.260529,1.233712;246.914948,469.909637,1.406642;313.122131,469.970886,2.999772;444.058655,473.619049,2.846537;490.679077,506.476715,2.504778;575.648499,492.197662,2.006280;692.155701,472.893311,2.364828;764.005005,503.688904,1.323221;455.833313,571.731079,2.555491;496.480743,567.387573,2.605432;588.796265,562.999084,1.987625;689.495667,577.847717,1.703836;739.108337,560.286560,1.625673|574.563110,245.014740,1.373562;607.058960,296.735626,1.214609;623.738403,336.887878,1.819721
252.910416,320.455688,1.507549;314.668915,341.609375,0.657011;427.747711,344.749329,1.245871;481.929749,336.791718,2.314567;692.181824,318.065582,1.535011;801.342773,339.391571,1.274818;882.042236,329.923889,1.517157;254.430038,394.385864,0.855448;325.876343,414.392792,1.023705;401.387329,420.436249,0.812880;491.629669,415.325806,0.819112;572.266724,402.284363,2.181929;681.484680,398.463928,0.619053;757.825623,401.681519,0.834186;827.308472,377.056793,1.169770;901.753235,413.501526,0.868740;247.056580,470.181152,1.301779;313.209656,470.235291,2.248390;444.174469,473.878540,2.556509;490.704590,506.701843,1.522259;575.772888,492.377777,1.335484;692.286377,473.130890,2.849805;764.151062,503.936798,1.103250;455.845184,571.954224,1.104551;496.505249,567.604431,0.625617;588.916199,563.248657,2.090558;689.592773,578.065430,1.502163;739.234253,560.522766,1.328912|574.568970,245.293411,1.187596;607.062073,297.007629,1.109333;623.853516,337.171478,0.809048
252.910095,320.474976,0.751662;314.708984,341.618500,2.011065;427.796234,344.752991,1.880527;481.929749,336.791718,0.000000;692.225159,318.060577,1.992082;801.345581,339.414886,1.157512;882.059937,329.927673,0.398625;254.432419,394.373444,1.109537;325.903046,414.389679,1.894307;401.388092,420.437256,1.953960;491.663300,415.316956,1.479175;572.298584,402.275604,1.886282;681.505676,398.464600,2.502923;757.835205,401.676697,1.788775;827.321350,377.052490,0.920868;901.766785,413.505554,0.705570;247.056778,470.180847,0.055704;313.290131,470.268707,1.690011;444.183624,473.789276,1.884447;490.777100,506.574860,2.178277;575.869690,492.304138,2.373366;692.286011,473.130798,0.037001;764.154358,503.914154,0.813145;455.887146,571.927734,2.347863;496.527252,567.594238,2.275423;588.939026,563.227783,0.611440;689.601562,578.051819,0.921300;739.253113,560.462708,1.002787|574.682495,245.298767,0.983989;607.199524,297.009125,0.995058;623.842651,337.170593,1.431164
252.909988,320.249451,0.821831;314.706879,341.379486,0.713716;427.804077,344.500244,1.534846;482.015289,336.543640,2.671288;692.245972,317.764008,1.567134;801.346985,339.186798,1.269964;882.155457,329.688995,1.968710;254.432434,394.124298,0.660767;325.902130,414.143707,1.173659;401.389008,420.192963,0.711105;491.634094,415.075989,1.634676;572.282288,401.993439,2.058483;681.679871,398.213562,1.775451;757.828430,401.440918,0.944609;827.399048,376.768921,2.157203;901.897400,413.266357,1.041274;247.066391,469.859589,0.854103;313.291077,469.871429,1.164816;444.381897,473.600189,2.282007;490.826263,506.376282,1.870843;575.906250,492.109528,2.147007;692.281799,472.825775,1.575628;764.194275,503.631439,1.411961;455.932312,571.611023,1.763316;496.578003,567.271240,1.716283;588.998901,562.892334,2.399538;689.688477,577.774292,2.101940;739.391602,560.159546,1.883038|574.683411,245.041565,1.056957;607.193909,296.723297,1.124015;623.845276,336.900726,0.553209
252.906052,320.006439,1.638569;314.705933,341.131653,1.290509;427.806458,344.275085,0.811811;482.014526,336.318176,0.928465;692.232117,317.530762,1.334907;801.353027,338.927856,1.465162;882.062134,329.465210,1.614800;254.428665,393.855621,0.738810;325.903259,413.870422,0.883406;401.387756,419.927521,0.764594;491.606659,414.822632,1.406102;572.235962,401.760162,1.752920;681.509888,397.937286,2.077342;757.831726,401.184326,1.002107;827.344543,376.529968,1.372181;901.768372,412.998505,1.132281;247.042786,469.660889,1.430768;313.292755,469.733215,0.995370;444.170013,473.403442,1.546493;490.727386,506.234619,1.763901;575.792542,491.937836,2.631748;692.277649,472.550323,1.525952;764.179871,503.436310,1.387812;455.874451,571.451599,1.651616;496.487091,567.140076,1.926815;588.968079,562.705688,2.104631;689.661560,577.689636,1.609125;739.296753,560.079529,1.719399|574.687317,244.784515,0.773621;607.194031,296.496735,0.481497;623.836487,336.633698,0.890991
252.923248,320.063721,1.194348;314.702667,341.133301,1.195482;427.690826,344.278717,0.940788;481.877258,336.337250,1.390971;692.234436,317.642548,2.557390;801.355347,339.040649,1.508030;882.062805,329.575928,0.611780;254.438690,393.956940,1.130747;325.901428,414.004578,1.557262;401.398560,420.063477,1.948261;491.644348,414.997375,2.408957;572.250549,401.860870,2.873646;681.516235,398.073456,2.689887;757.837830,401.310516,1.529792;827.351257,376.642731,0.962771;901.783142,413.133667,0.794174;247.017441,469.861847,1.347190;313.181519,469.854919,2.258102;444.218353,473.540466,2.424300;490.757660,506.350494,2.635621;575.823425,492.033569,2.501954;692.285706,472.725159,2.580122;764.184814,503.609802,1.565696;455.865814,571.568481,2.094038;496.494446,567.246277,2.163815;588.983276,562.799805,2.922358;689.652588,577.846558,2.136326;739.302551,560.218628,2.755411|574.668396,244.794373,0.478081;607.134460,296.614136,0.676923;623.822388,336.792938,1.605096
252.921906,320.345978,1.686883;314.719025,341.454742,1.759339;427.799744,344.618927,0.989868;481.958466,336.669464,1.091035;692.287537,317.882111,2.414644;801.354248,339.317596,1.261930;882.063171,329.837006,0.721297;254.440475,394.231110,1.085260;325.904541,414.270386,1.536168;401.399445,420.318756,0.830045;491.643951,415.276703,0.964204;572.251709,402.168854,1.284846;681.503357,398.414978,2.387115;757.834839,401.550079,0.604455;827.353210,376.907867,1.133166;901.782776,413.394226,0.376286;247.077835,470.136139,1.455910;313.294952,470.138855,1.092937;444.218994,473.801605,0.791643;490.758911,506.648590,1.313217;575.820740,492.349548,1.863802;692.287170,473.078217,1.187848;764.184082,503.869537,0.614323;455.875061,571.911804,2.354387;496.502045,567.613953,2.152521;588.976379,563.171936,2.269704;689.653259,578.088684,1.256788;739.301636,560.446411,0.690287|574.696899,245.229721,1.410659;607.231079,297.001617,1.442738;623.808655,337.103119,1.275992
252.935760,320.432098,0.712510;314.733704,341.544495,0.821823;427.807037,344.752533,1.313453;481.976196,336.815491,1.673475;692.200256,318.121674,1.576285;801.360352,339.412964,1.391236;882.064575,329.962769,0.879918;254.455444,394.350800,0.720933;325.906311,414.402191,1.109802;401.408936,420.461243,1.877371;491.687073,415.439484,2.162522;572.249207,402.261444,1.925734;681.523987,398.458527,1.470901;757.843689,401.692261,1.549612;827.355591,377.045502,1.135000;901.798828,413.510803,0.627619;247.073547,470.196625,0.844351;313.297821,470.275848,1.754646;444.262695,473.947174,2.521574;490.789062,506.718689,2.162405;575.855469,492.392639,2.026917;692.294739,473.194824,2.032708;764.194885,504.061157,1.293933;455.861389,571.950439,1.269027;496.502045,567.613953,0.000000;588.976929,563.170532,0.806308;689.653687,578.088562,0.647636;739.301636,560.446411,0.000000|574.733948,245.270996,0.884175;607.258362,296.996094,0.510345;623.803284,337.148773,0.694324
252.950394,320.281982,1.145633;314.740326,341.380066,1.153679;427.808075,344.526245,0.917183;481.985260,336.589905,1.410279;692.276733,317.897980,3.427352;801.371277,339.376404,2.774674;882.071045,329.716431,1.682506;254.467056,394.170502,0.926182;325.908051,414.165802,1.145729;401.410370,420.216248,0.686411;491.687195,415.194244,0.724857;572.262268,402.062195,1.487024;681.514404,398.402222,2.308511;757.853333,401.463043,1.394300;827.364807,376.851318,2.489299;901.814209,413.286804,0.592156;247.086380,470.017578,1.129077;313.298218,470.011017,1.782107;444.263428,473.694580,1.224433;490.831757,506.494598,1.610587;575.881775,492.192017,2.304851;692.292053,472.923584,0.479355;764.205505,503.858917,1.474761;455.968048,571.707703,2.032371;496.608307,567.374878,2.496600;589.005737,562.974670,2.493788;689.654053,577.947754,2.033737;739.309021,560.323792,2.681929|574.728699,245.218109,0.646863;607.282715,296.858276,0.808439;623.781433,337.072113,1.386702
252.959717,320.062927,1.207320;314.751465,341.144623,1.095368;427.808624,344.273438,0.978542;481.986786,336.341644,0.769992;692.277283,317.653595,1.599293;801.372253,339.140717,0.910623;882.075867,329.485992,0.663239;254.480927,393.940277,0.993901;325.912415,413.894012,1.257337;401.410217,419.949677,0.851624;491.688446,414.925781,0.806829;572.263245,401.802612,0.730677;681.523621,398.171661,1.336329;757.855347,401.222656,0.715638;827.366699,376.615082,0.944268;901.829285,413.022339,1.066229;247.104416,469.834808,0.988915;313.298828,469.741638,1.727665;444.264008,473.452759,0.620671;490.874237,506.269958,1.374243;575.907166,491.980530,2.366137;692.301575,472.682709,1.848960;764.207458,503.635040,0.709443;456.068298,571.492798,1.508234;496.690826,567.161926,1.856722;589.033264,562.783569,1.818175;689.656189,577.726135,1.282251;739.309509,560.086243,1.122986|574.803284,244.965225,1.464485;607.309875,296.730988,0.619153;623.783020,336.802795,0.643406
252.962112,320.074829,0.178573;314.722565,341.142487,0.614287;427.808868,344.290070,0.325264;481.984161,336.347900,0.458225;692.271057,317.629028,1.092469;801.386414,339.043762,1.923211;882.085449,329.497223,1.197600;254.461426,393.921722,0.585632;325.885223,413.901337,0.725626;401.409698,419.968109,0.477120;491.650818,414.916382,0.664656;572.266602,401.805054,1.166875;681.548279,398.114044,1.959735;757.844177,401.277222,2.763729;827.414001,376.584564,1.246199;901.829102,413.039642,1.127547;247.077957,469.816315,0.842801;313.266876,469.831451,1.127403;444.230286,473.452057,1.084955;490.790619,506.261566,1.228926;575.836975,492.009491,2.377671;692.312012,472.713226,2.021867;764.187134,503.614655,1.509960;455.952637,571.522461,1.551855;496.578735,567.200500,1.782427;588.987549,562.800659,3.230240;689.653320,577.833374,1.873038;739.326782,560.195984,2.160331|574.728760,244.937561,1.136266;607.274475,296.620544,0.673735;623.776917,336.767609,0.519151
252.927612,320.262054,1.726003;314.694275,341.363098,1.720308;427.807617,344.529297,0.850526;481.980682,336.577026,1.056605;692.265625,317.843719,1.776124;801.398743,339.205383,1.928189;882.089844,329.728058,0.962394;254.426712,394.163025,1.163411;325.860168,414.161041,1.017946;401.410553,420.232086,0.890467;491.607544,415.157043,0.815628;572.269653,402.051727,1.533885;681.574158,398.301514,2.048379;757.850342,401.434204,2.260128;827.470703,376.778168,1.469599;901.830017,413.287323,0.488670;247.057541,469.947144,0.928517;313.230957,469.964417,1.387095;444.196655,473.674377,1.228250;490.770813,506.493469,0.784065;575.834351,492.264343,1.790505;692.323975,472.992462,2.198601;764.177307,503.814423,1.664420;455.922150,571.716614,1.217673;496.549225,567.410522,1.086241;588.957031,563.002747,2.325924;689.653320,577.967712,1.520941;739.342957,560.308411,1.548535|574.750732,245.031418,0.949699;607.241089,296.737000,0.679955;623.768372,336.987762,0.972170
252.996536,320.371368,1.331467;314.746460,341.462952,0.773565;427.829620,344.636536,0.649386;481.975037,336.710052,0.870194;692.274048,317.961609,1.558924;801.398438,339.435791,0.733344;882.089844,329.975861,0.856025;254.494568,394.240479,0.886522;325.968231,414.273315,1.123670;401.442474,420.448608,1.225742;491.657135,415.251282,0.835860;572.273621,402.186462,0.828399;681.598206,398.410797,1.197220;757.858521,401.643127,1.971329;827.470215,377.034515,1.092717;901.829407,413.510803,0.228097;247.129868,470.121307,1.462927;313.315033,470.121063,1.428109;444.310089,473.866028,1.382621;490.839203,506.606232,0.986792;575.869080,492.372223,0.928886;692.318481,473.130219,1.433203;764.214050,503.958496,2.297802;455.962128,571.891602,1.149125;496.595520,567.549805,0.783144;589.044861,563.117065,1.378456;689.646240,578.202881,1.247096;739.362854,560.528748,1.127751|574.737183,245.250549,1.019760;607.245422,296.994873,0.943720;623.821594,337.091949,0.962751
253.064117,320.433319,1.166422;314.801392,341.559418,0.717452;427.852386,344.745697,0.971581;481.978882,336.816254,1.287462;692.234314,318.082764,1.033341;801.398438,339.435791,0.000000;882.163574,330.003021,2.255687;254.620911,394.327087,1.014958;326.082733,414.388092,0.755543;401.632904,420.459869,1.212106;491.712982,415.347015,0.682938;572.293091,402.288300,0.832528;681.626587,398.424103,0.891104;757.861206,401.665833,0.434408;827.510437,377.043854,0.911156;901.857056,413.531219,1.440223;247.195084,470.149292,1.032231;313.387115,470.197754,1.262063;444.408691,473.914856,1.095124;490.909882,506.719971,0.933699;575.907776,492.481659,0.784382;692.344360,473.050842,1.596730;764.233582,503.950226,0.661697;456.067749,571.990356,1.337354;496.691528,567.652954,0.979483;589.114502,563.193481,1.237289;689.657349,578.222778,1.591095;739.384888,560.523926,1.021118|574.744385,245.261871,0.483360;607.244507,296.994171,0.151080;623.880737,337.171326,0.784782
253.098343,320.264160,1.744501;314.862579,341.372040,1.086802;427.844421,344.619995,0.956275;482.016968,336.592834,1.525391;692.289673,317.993835,1.681613;801.403564,339.431091,0.611576;882.178772,329.904083,2.886014;254.585510,394.189453,0.788427;326.039612,414.247833,1.091375;401.567810,420.324249,0.746980;491.717499,415.173676,0.863033;572.374695,402.143280,1.135112;681.598267,398.405945,1.083470;757.884155,401.526917,1.508803;827.481628,377.007172,1.122669;901.870483,413.461456,2.073854;247.225937,469.959442,1.310598;313.406586,470.007355,2.220893;444.370758,473.757599,1.287217;490.900818,506.517456,1.222350;575.920349,492.315796,1.408757;692.351624,472.996216,1.946699;764.322998,503.852570,1.727328;456.098602,571.691345,1.743788;496.692871,567.426941,0.512203;589.131958,562.996216,1.202466;689.682861,578.094788,2.332216;739.397400,560.393860,1.811275|574.766541,245.205627,0.879125;607.354797,296.996979,1.044903;623.883911,337.085083,0.714112
