# Gnuplot File : positions of 1 particle(s) Monitored
# 1st Column : time, others : particle(s) number 0 
1.05	0.141407 0.159463 0.380326 -0.127015 -0.0124155 -0.0273501 0.991446	
1.06	0.141318 0.15924 0.380099 -0.126654 -0.0124932 -0.027354 0.991491	
1.07	0.141228 0.159018 0.379872 -0.12629 -0.0125711 -0.0273583 0.991536	
1.08	0.141139 0.158796 0.379647 -0.125925 -0.0126493 -0.0273627 0.991582	
1.09	0.14105 0.158575 0.379421 -0.125558 -0.0127273 -0.0273673 0.991627	
1.1	0.140961 0.158355 0.379195 -0.125189 -0.0128057 -0.0273721 0.991673	
1.11	0.140873 0.158134 0.37897 -0.124819 -0.0128839 -0.0273771 0.991718	
1.12	0.140785 0.157915 0.378747 -0.124447 -0.0129623 -0.0273824 0.991764	
1.13	0.140697 0.157696 0.378524 -0.124073 -0.0130404 -0.0273879 0.991809	
1.14	0.14061 0.157478 0.378301 -0.123697 -0.0131186 -0.0273937 0.991855	
1.15	0.140523 0.15726 0.378079 -0.123319 -0.0131963 -0.0274001 0.991901	
1.16	0.140437 0.157043 0.377858 -0.122939 -0.0132738 -0.0274071 0.991947	
1.17	0.140352 0.156825 0.377638 -0.122557 -0.0133511 -0.0274144 0.991993	
1.18	0.140267 0.156609 0.377419 -0.122173 -0.013428 -0.0274224 0.992039	
1.19	0.140183 0.156392 0.3772 -0.121787 -0.0135044 -0.0274309 0.992085	
1.2	0.1401 0.156176 0.376982 -0.121399 -0.0135804 -0.02744 0.992131	
1.21	0.140018 0.155961 0.376766 -0.121009 -0.0136559 -0.0274497 0.992178	
1.22	0.139936 0.155745 0.376549 -0.120616 -0.0137309 -0.0274601 0.992224	
1.23	0.139856 0.15553 0.376334 -0.120222 -0.0138057 -0.0274711 0.992271	
1.24	0.139776 0.155315 0.376119 -0.119825 -0.0138796 -0.0274829 0.992317	
1.25	0.139696 0.155101 0.375905 -0.119427 -0.0139533 -0.0274952 0.992364	
1.26	0.139618 0.154887 0.375692 -0.119025 -0.0140261 -0.0275082 0.992411	
1.27	0.139541 0.154673 0.37548 -0.118623 -0.014099 -0.0275218 0.992458	
1.28	0.139464 0.154459 0.375267 -0.118217 -0.0141708 -0.0275362 0.992505	
1.29	0.139388 0.154246 0.375056 -0.117811 -0.0142427 -0.0275512 0.992552	
1.3	0.139312 0.154033 0.374845 -0.117402 -0.0143141 -0.0275667 0.992599	
1.31	0.139236 0.153821 0.374635 -0.116992 -0.0143856 -0.0275827 0.992646	
1.32	0.139161 0.153609 0.374425 -0.116579 -0.014457 -0.0275991 0.992693	
1.33	0.139086 0.153398 0.374215 -0.116165 -0.0145278 -0.027616 0.99274	
1.34	0.139012 0.153187 0.374006 -0.115749 -0.0145989 -0.0276331 0.992787	
1.35	0.138938 0.152977 0.373797 -0.115332 -0.0146697 -0.0276505 0.992834	
1.36	0.138863 0.152767 0.373589 -0.114913 -0.0147412 -0.0276681 0.992881	
