249.705917,305.230347,0.925217;318.694153,335.009705,1.454457;431.930084,340.561951,0.864351;480.941895,327.186981,1.305644;693.847290,316.886322,1.530665;780.953186,353.108643,1.648845;849.430969,356.167999,1.608420;249.800659,415.199158,1.054675;320.070465,403.822144,1.243212;403.981659,415.587769,1.676927;493.724335,412.181702,1.091179;573.908875,400.864136,1.695061;683.338867,397.104980,1.602681;759.096008,400.475983,1.350182;865.976807,398.177917,2.493136;902.027771,400.022064,1.852901;253.590195,468.506317,0.563017;315.567200,463.407684,1.106401;445.677155,469.523376,1.152798;505.847992,514.586975,1.395032;568.854858,496.653442,1.362653;671.670593,506.346710,1.374127;764.298401,503.143280,1.155173;887.776733,505.667999,1.650727;394.310211,552.809631,0.841984;496.839600,564.693542,1.568844;592.003296,556.636292,1.971585;689.740662,577.005249,1.525303;737.897522,558.814941,1.151224|587.158813,299.070618,0.451877;626.868713,295.507416,0.505058;537.996521,328.467590,0.875513;618.443665,336.722992,0.771258
249.903885,305.552612,1.850370;318.905273,335.300781,2.120338;432.094025,340.887817,2.304154;481.093140,327.514679,2.400038;693.895325,317.354248,2.622757;780.965027,353.584625,1.245771;849.438904,356.639648,0.991189;250.046310,415.460510,1.893102;320.236176,404.146790,1.672898;404.163086,415.925018,2.964096;493.808929,412.624786,0.889209;574.039001,401.330750,1.660379;683.414551,397.527252,1.386182;759.126831,400.813202,1.229539;865.982849,398.538300,1.199763;902.119202,400.444672,1.578700;253.820297,468.763489,2.479355;315.801819,463.676971,2.185522;445.821991,469.936584,2.198990;505.965485,514.977844,2.179430;568.944397,497.059357,2.108540;671.717712,506.645386,1.369049;764.317139,503.410553,0.896782;887.858887,506.065979,1.326521;394.446167,553.215515,1.237196;496.962189,565.096680,1.362981;592.101807,557.029480,1.259467;689.783630,577.467163,1.843530;738.005432,559.223328,1.161885|587.265442,299.508820,0.978450;626.933716,295.958008,1.455950;538.115601,328.851410,1.015351;618.500183,337.161926,0.742203
249.921692,305.970032,1.693047;318.818359,335.745483,2.037354;432.020203,341.378204,2.085424;481.020691,327.927795,2.622573;693.868103,317.725861,2.053657;780.829712,353.944397,1.395757;849.389160,356.938171,1.680071;249.905502,415.848389,1.680508;320.124878,404.562134,1.489475;403.959839,416.315338,2.457040;493.733063,412.922150,0.867996;573.951843,401.620483,1.077979;683.335571,397.852173,1.475751;759.048767,401.094604,1.259504;865.977051,398.894684,1.551054;901.998962,400.781372,1.670515;253.690231,469.047821,1.995270;315.632874,464.096497,2.338824;445.652008,470.237488,1.709915;505.836884,515.270203,1.927023;568.837952,497.361633,2.066252;671.636292,506.999054,1.213784;764.227722,503.713104,1.029700;887.749023,506.299194,1.491858;394.304474,553.448669,0.715578;496.837494,565.350586,1.351051;591.974426,557.310120,1.041010;689.728638,577.647766,1.106197;737.876221,559.462769,1.143627|587.238525,299.906036,0.944348;626.934265,296.374237,1.494718;538.113953,329.262543,0.914068;618.516418,337.535858,1.107487
249.692322,305.717041,1.673763;318.744324,335.514679,1.249748;431.929077,341.146118,1.341155;480.917816,327.682587,1.876202;693.818054,317.495819,1.294262;780.831421,353.700684,0.801907;849.388916,356.696625,0.966087;249.866806,415.526520,1.597859;320.022919,404.211823,1.357058;403.935516,416.012482,1.143094;493.743683,412.668335,0.903687;573.884644,401.354370,1.185786;683.312744,397.630615,1.459210;759.049683,400.842590,0.431853;865.862366,398.649384,1.873895;901.983521,400.561554,0.756416;253.584625,468.830353,1.491021;315.570038,463.736847,1.707765;445.627960,469.925293,1.054490;505.833130,514.911377,1.275467;568.821045,497.045898,1.507882;671.603210,506.644440,1.093578;764.193176,503.317322,0.934516;887.737366,505.918488,1.133386;394.305969,553.216003,0.355208;496.839294,564.971863,1.314887;591.952881,556.952515,1.082773;689.709717,577.309875,0.865845;737.855713,559.094604,1.630254|587.149048,299.667114,0.873362;626.928223,296.115051,0.919774;538.014893,329.010864,1.191777;618.409729,337.302063,0.693655
249.679153,305.239746,1.003829;318.712372,335.023529,1.760000;431.881989,340.576996,1.676639;480.913025,327.129456,1.627155;693.718506,316.934845,2.573597;780.770203,353.160828,0.850799;849.381531,356.201752,0.790485;249.806198,415.068939,1.265719;320.019592,403.682312,0.669630;403.935638,415.513397,1.027421;493.743195,412.185303,0.525803;573.867249,400.794159,0.883739;683.289246,397.053284,1.269848;758.961975,400.265137,0.911056;865.815979,398.045502,1.165053;901.965637,399.954773,0.773525;253.577438,468.354950,0.605088;315.568054,463.267548,0.618092;445.626923,469.429138,0.996596;505.830170,514.419189,1.167343;568.801331,496.493225,1.767109;671.570740,506.059753,0.996123;764.141602,502.725067,0.751025;887.716675,505.433563,0.893795;394.305206,552.597046,1.029083;496.842224,564.471558,1.172041;591.946594,556.431580,1.111844;689.696106,576.778748,0.724934;737.857666,558.578308,1.287842|587.142822,299.133698,0.933127;626.811462,295.571503,1.441301;537.992737,328.409515,1.174744;618.385620,336.648041,0.545852
249.677094,304.986145,0.911857;318.694244,334.756226,1.339056;431.852051,340.396667,0.964104;480.898834,326.951599,1.294887;693.720276,316.747345,2.005719;780.720337,353.098480,0.555339;849.351562,355.995514,1.780261;249.785492,414.944763,0.899217;319.984528,403.620819,1.067574;403.890076,415.440369,1.394267;493.663696,412.095062,0.984938;573.825928,400.727386,0.969495;683.271423,396.944336,0.860422;758.884033,400.171783,0.825500;865.762573,397.890442,0.939927;901.937683,399.829010,0.833562;253.582809,468.295105,0.937240;315.565125,463.180634,1.388897;445.581512,469.340118,1.484818;505.823578,514.375000,1.002207;568.784729,496.449707,0.687124;671.542908,505.957672,0.712254;764.097839,502.659943,0.587811;887.693298,505.437042,0.347222;394.305206,552.597046,0.000000;496.841278,564.471985,0.285916;591.940674,556.404785,0.474193;689.677612,576.767212,0.500152;737.858582,558.578430,0.109001|587.123962,298.930878,0.582444;626.757324,295.417633,0.810634;537.959656,328.276001,0.555043;618.352966,336.533600,0.386630
249.786545,305.235687,2.170475;318.827545,334.945068,2.873847;431.960693,340.579590,1.791410;480.978821,327.160370,1.914632;693.959778,317.008179,3.369433;780.993713,353.325439,2.056280;849.485596,356.305664,2.494709;249.948624,415.274902,2.321359;320.122711,403.950897,2.826016;404.005402,415.776489,2.544935;493.862183,412.449707,2.317470;574.018250,401.059998,2.756604;683.412598,397.321625,2.169798;759.117859,400.432800,1.304166;866.004456,398.156982,1.817318;902.084412,400.065857,1.889914;253.643646,468.567596,1.265203;315.628784,463.478668,1.574971;445.775818,469.628174,1.522596;506.022156,514.644043,1.600706;568.980164,496.737976,2.093694;671.722046,506.425934,1.592180;764.252441,503.059875,1.468137;887.769714,505.623169,1.921581;394.461456,552.863220,1.226011;497.034058,564.711914,1.275827;592.130127,556.652405,1.219303;689.801270,577.074280,1.648977;737.988220,558.844238,1.626546|587.247314,299.087006,1.177252;626.977051,295.569580,1.501458;538.125061,328.447235,1.306965;618.503052,336.723511,0.935662
249.886566,305.677826,1.908601;318.903839,335.406830,2.630743;431.999664,341.058014,2.492247;481.088501,327.578217,1.907323;693.888977,317.439178,3.170487;781.111938,353.677032,1.604567;849.557678,356.732788,1.420688;250.015793,415.521851,1.644860;320.229065,404.306519,1.514838;404.121094,416.108612,1.513324;493.883759,412.745697,1.201341;574.065796,401.455566,2.059680;683.499573,397.586304,1.649366;759.136963,400.890228,1.028262;866.079834,398.609100,1.517097;902.167969,400.525604,1.413419;253.753708,468.927338,1.775763;315.740753,463.816864,1.995471;445.778137,470.003601,1.295027;506.021515,515.025024,1.357567;568.993408,497.111420,1.159041;671.745972,506.800842,0.853862;764.296570,503.483551,0.972162;887.855713,506.137970,1.351800;394.463501,553.244690,0.461621;497.017975,565.114502,1.083465;592.129700,557.039856,0.902453;689.837830,577.537476,1.224805;738.053589,559.354614,1.247565|587.284180,299.581238,0.818748;627.020874,296.061890,1.193752;538.146790,328.936371,1.033020;618.488525,337.268585,0.500545
249.886566,305.677826,0.000000;318.902985,335.405396,0.343718;431.998230,341.056854,0.711317;481.027191,327.581726,1.368240;693.888977,317.439178,0.000000;780.920288,353.749786,1.009888;849.471497,356.778870,1.083950;250.035309,415.471527,1.116466;320.217163,404.232269,1.985198;404.075134,416.026398,1.810694;493.864014,412.677612,1.162418;574.009583,401.341309,1.617295;683.407959,397.555908,1.558239;759.106079,400.873901,0.560786;866.004028,398.555878,1.401632;902.082825,400.484924,1.308255;253.698425,468.843109,1.714801;315.692322,463.745331,1.941725;445.748260,469.930450,1.283949;505.958405,514.926758,1.198453;568.945618,497.028320,1.142293;671.722595,506.649231,0.758719;764.254578,503.299530,0.618140;887.703613,505.931915,1.860386;394.399719,553.144775,1.115120;496.965942,564.970825,1.008915;592.077881,556.932068,0.925389;689.802429,577.310059,0.775495;737.984985,559.099792,1.366926|587.259094,299.575989,0.282335;627.020874,296.061890,0.000000;538.124878,328.938995,0.389281;618.488525,337.268585,0.000000
249.680893,305.431732,1.708898;318.696411,335.220459,2.571431;431.897064,340.740814,2.354363;480.965332,327.309174,1.289356;693.724121,317.213715,1.240645;780.824524,353.428070,1.130014;849.360901,356.425323,1.255859;249.806061,415.337799,2.094887;319.988770,403.954224,2.579737;403.911682,415.742340,2.437119;493.732574,412.417297,2.063605;573.864136,401.023773,1.912369;683.316650,397.332153,0.782772;758.983093,400.561584,0.959307;865.804382,398.308716,1.615837;901.865051,400.206848,1.423275;253.574310,468.575745,2.886842;315.569427,463.500427,2.747509;445.598816,469.681305,1.823754;505.831207,514.663147,2.706175;568.818237,496.728149,2.468794;671.608215,506.390747,0.681641;764.196472,503.065155,0.968814;887.646667,505.608948,1.684600;394.249969,552.793030,2.114900;496.841797,564.695068,2.634295;591.956848,556.667419,1.524105;689.682983,577.042603,1.201994;737.859802,558.803772,1.188745|587.186096,299.294769,0.680051;626.848572,295.774689,1.224120;538.049561,328.644745,1.066233;618.359070,336.936249,0.939442
249.643234,305.203491,1.346037;318.657562,334.994690,2.910667;431.811005,340.472656,1.750877;480.878235,326.981934,2.813862;693.683594,316.858582,1.899942;780.736023,353.092285,1.035932;849.347290,356.117188,1.773577;249.790588,414.955139,1.799520;320.009857,403.695343,2.136722;403.925568,415.513489,0.728866;493.730194,412.190552,0.478206;573.858215,400.785950,0.818027;683.252075,397.028595,1.751061;758.889771,400.193909,1.374355;865.756287,397.919067,2.150026;901.886047,399.822235,1.673779;253.571701,468.348663,0.450516;315.575836,463.273743,0.797450;445.632874,469.435608,2.175501;505.828888,514.430786,1.234089;568.818604,496.502167,0.559913;671.607727,506.162048,0.438798;764.188660,502.799713,0.557306;887.648743,505.375916,0.694889;394.259094,552.559753,0.525827;496.841705,564.469177,0.420672;591.954224,556.440552,0.396895;689.686951,576.794556,0.652345;737.858459,558.575867,0.783625|587.108276,298.978210,1.058239;626.845093,295.495361,1.177496;537.971558,328.387634,0.828295;618.335571,336.684326,0.677195
249.768585,305.208130,2.066068;318.788666,335.009277,4.682798;432.081970,340.532623,4.229319;481.050446,327.099945,4.451970;693.910767,316.928467,3.211004;781.033081,353.174042,1.912658;849.506287,356.119904,1.214012;250.049103,415.048462,3.547117;320.182312,403.804382,4.671432;404.039642,415.547241,3.828760;493.856720,412.269836,2.890315;574.020752,400.887177,3.214132;683.459778,397.057281,2.484273;759.167053,400.364197,1.651797;866.004028,398.063171,2.281703;902.046143,399.964813,2.267637;253.831177,468.377136,4.846133;315.748322,463.340393,5.174432;445.753723,469.515045,2.470464;505.962189,514.521973,3.228245;568.948425,496.615448,2.733095;671.770081,506.244843,2.490841;764.354553,502.929077,1.338716;887.792664,505.553680,1.470708;394.356995,552.579041,3.983508;496.983154,564.581116,4.320397;592.066223,556.598450,2.839417;689.808899,576.944336,2.296440;738.039490,558.742371,2.026628|587.219055,299.090546,1.994706;626.940979,295.598389,2.065660;538.149109,328.404938,2.632365;618.483215,336.697540,1.922450
249.894272,305.446320,1.618380;318.920410,335.289673,2.107675;432.108612,340.789459,3.320494;481.171204,327.476471,2.449102;694.066040,317.278290,2.831407;781.146973,353.566803,1.396238;849.638428,356.567841,1.270653;250.084854,415.400177,2.026500;320.278503,404.133209,2.237653;404.171906,415.811279,3.688906;493.992371,412.571838,2.994557;574.130615,401.214203,2.677007;683.487915,397.503510,2.672718;759.247131,400.707397,1.216223;866.153687,398.395325,1.971846;902.142029,400.284698,1.607198;253.849625,468.696259,1.331467;315.820557,463.605560,2.151188;445.878967,469.824646,3.023132;506.079315,514.889648,2.984385;569.084900,496.964417,3.357230;671.826904,506.660553,2.436839;764.443726,503.348450,1.240569;887.893250,505.973450,1.864864;394.385437,553.085632,0.732515;497.048828,565.019592,2.659926;592.164185,557.000305,3.040629;689.863464,577.386597,2.143851;738.082153,559.163818,1.914080|587.324707,299.454590,1.423727;627.035645,295.938049,1.927808;538.277588,328.742859,1.051138;618.571106,337.113068,0.874499
250.125870,305.826721,1.572372;319.174774,335.663391,2.490268;432.339508,341.300079,2.864435;481.414551,327.830811,3.269251;694.212341,317.631470,2.871264;781.214111,353.803925,2.312356;849.649963,356.796326,0.801298;250.316513,415.719269,2.207524;320.469299,404.485870,2.777514;404.397186,416.335266,3.107034;493.997925,412.882996,3.099986;574.210693,401.583649,3.320277;683.560852,397.914429,3.009848;759.328186,401.148956,2.599637;866.203979,398.841919,0.893763;902.215332,400.739319,0.932362;253.994934,469.051483,3.054678;316.080811,464.069794,3.346317;446.116760,470.262512,2.842553;506.188385,515.191650,2.887924;569.214294,497.257477,3.113847;671.950562,506.984406,3.099157;764.520996,503.663269,1.865348;887.954102,506.272064,1.245266;394.496857,553.335083,3.322496;497.152832,565.286072,3.181144;592.267273,557.281494,3.114736;689.990173,577.658936,3.006552;738.195923,559.423096,2.642497|587.547852,299.822205,0.996924;627.284851,296.360291,1.739299;538.532471,329.173065,2.132894;618.762451,337.481140,2.082965
250.162521,305.965057,1.313557;319.172638,335.785553,2.475270;432.338562,341.329224,2.613554;481.431549,327.949066,3.353085;694.219971,317.755096,2.747293;781.272827,354.070496,2.267005;849.714966,357.036896,1.467376;250.311783,415.777771,0.935177;320.432953,404.570496,2.573029;404.376648,416.346954,2.721778;494.255219,412.974670,2.904640;574.371826,401.611023,2.831183;683.678223,397.945557,2.931092;759.429993,401.179474,2.559640;866.258911,398.821045,0.660335;902.282776,400.722748,0.805127;254.091919,469.118774,2.068996;316.067780,464.096100,2.564827;446.149536,470.255524,2.490188;506.293976,515.238525,2.646110;569.333435,497.303253,2.428685;672.079529,507.078247,2.314971;764.600037,503.757172,1.911897;888.014709,506.315613,0.876966;394.522430,553.331177,0.761382;497.245575,565.305969,2.861395;592.343201,557.301270,2.857739;690.070801,577.676331,1.580958;738.296570,559.454651,1.623198|587.546021,299.940613,0.787089;627.282288,296.483856,0.837919;538.532715,329.199707,0.433747;618.768982,337.489441,0.364399
250.134674,305.734314,2.229099;319.116241,335.553314,3.118388;432.265381,341.206055,3.389918;481.367523,327.747406,3.605837;694.278809,317.559235,3.245034;781.276672,353.800110,3.681837;849.716675,356.779083,2.597711;250.300659,415.587158,2.249644;320.369904,404.401581,2.808331;404.301331,416.235626,3.483280;494.142395,412.854156,3.838343;574.283569,401.491882,3.017501;683.639587,397.768005,3.146650;759.387268,400.945038,3.369113;866.282959,398.635803,2.081271;902.239929,400.532837,1.412994;254.061371,468.920898,2.552756;315.947113,463.844879,3.404163;446.044708,470.099640,4.246452;506.232544,515.050293,3.228658;569.236267,497.161224,3.563165;672.019043,506.861023,2.625765;764.544128,503.563965,2.080906;887.946777,506.062164,1.807342;394.460632,553.089294,2.766508;497.207886,565.157776,2.582440;592.326904,557.110901,2.646791;690.023743,577.524658,2.473031;738.274841,559.229431,3.520269|587.552002,299.765411,3.242563;627.257324,296.296509,3.183483;538.488586,329.120178,1.847515;618.728394,337.448883,1.531723
250.123947,305.701782,1.025175;319.069489,335.545898,2.917239;432.161804,341.116547,3.238382;481.196075,327.703491,3.220977;694.145386,317.540802,2.230448;781.275452,353.792725,2.581543;849.717163,356.778076,0.365869;250.275787,415.535736,1.693635;320.337830,404.331940,2.788499;404.306641,416.231262,0.328764;494.140991,412.854370,0.111924;574.258179,401.498779,1.721101;683.556580,397.810516,2.738186;759.356079,400.970093,2.894091;866.282959,398.635803,0.000000;902.192871,400.502747,0.939242;254.014679,468.879181,2.200003;315.883392,463.833679,2.366141;446.009125,470.114014,1.695506;506.201813,515.089172,2.241922;569.218750,497.190125,1.774041;671.956482,506.886383,2.420792;764.492310,503.601044,2.024378;887.882324,506.046173,1.677083;394.430084,553.068909,2.171853;497.174469,565.236816,2.454236;592.310608,557.157043,2.501422;689.978088,577.591187,2.392533;738.250732,559.231995,3.311347|587.359070,299.753387,0.606393;626.982361,296.290680,0.987877;538.432678,329.044189,1.409742;618.639648,337.394409,0.887467
250.357559,305.955994,1.524606;319.309723,335.772827,1.246820;432.395996,341.354614,2.025527;481.434174,327.951965,1.844447;694.260132,317.755615,3.202815;781.272705,354.048187,2.010385;849.714783,357.028076,1.007169;250.500198,415.767151,1.055588;320.560944,404.554382,0.960404;404.457550,416.359497,3.190496;494.269867,412.991669,3.763408;574.384033,401.604156,2.023124;683.655579,397.932739,3.573706;759.430908,401.153717,2.718802;866.285339,398.870544,1.096105;902.193176,400.723175,0.458762;254.258942,469.146149,2.180151;316.146790,464.101440,1.714597;446.180603,470.287018,2.887619;506.398529,515.261719,3.477080;569.364380,497.357910,2.801687;672.120361,506.968109,2.897467;764.704102,503.827820,2.617198;888.012878,506.279053,1.972767;394.649963,553.312622,0.882077;497.382996,565.401672,2.962194;592.503174,557.284363,3.092096;690.119751,577.747070,2.273084;738.322571,559.470276,1.913311|587.550049,299.991516,0.959343;627.236389,296.516724,1.051655;538.608704,329.260284,1.283761;618.747253,337.512543,1.626902
