275.323761,356.137665,0.432890;341.433624,350.599792,0.340338;444.460876,351.734528,0.828099;538.552002,366.731598,0.663803;654.626404,355.922333,0.087282;724.130981,351.698151,0.709379;838.186462,355.865265,0.009872;891.143738,366.222321,0.241081;273.530029,442.602264,0.000000;341.227997,450.690887,0.000000;445.036072,445.043365,0.480368;559.286011,443.827606,0.477901;630.993469,440.223572,0.238266;744.981995,440.472015,0.539656;842.553101,453.198608,0.010044;895.878845,412.003815,0.005783;276.490662,501.906799,0.000000;338.613129,502.782227,0.015687;444.069214,540.635803,0.427332;547.904419,538.117798,0.559721;639.401978,552.800476,0.239603;730.965088,544.759705,0.286829;823.169739,493.375305,0.041026;899.806458,513.451904,0.024862|548.915833,306.134521,0.533989;623.084167,304.710266,0.218346;538.700684,340.259796,0.731506;622.942261,351.637817,0.259407
275.255798,356.137390,1.039909;341.400269,350.540314,0.838840;444.417389,351.717377,0.800770;538.533386,366.744171,0.338572;654.604614,355.804749,1.002155;724.134888,351.727020,0.797378;838.193176,355.811737,0.768394;891.143616,366.222076,0.027918;273.470978,442.564667,0.905942;341.160980,450.624420,1.219479;444.984558,444.925995,1.339221;559.274841,443.796814,1.090226;630.920288,440.164764,0.883514;744.981750,440.434326,0.907728;842.552246,453.197968,0.045235;895.868835,412.002563,0.300425;276.488281,501.807495,0.589497;338.613495,502.675568,0.380487;444.067688,540.634888,0.310686;547.904419,538.117798,0.000685;639.385498,552.805176,0.262988;730.935303,544.791931,0.527317;823.123779,493.374329,0.679839;899.806396,513.453003,0.014990|548.915833,306.134521,0.015375;623.082336,304.709564,0.027021;538.700684,340.259827,0.016464;622.902954,351.526794,0.773220
275.239380,356.138916,0.422862;341.400269,350.540314,0.000000;444.417572,351.717133,0.014682;538.532898,366.743713,0.021094;654.604614,355.804749,0.000000;724.136597,351.750916,0.206463;838.190613,355.838165,0.375457;891.143616,366.222076,0.000000;273.461609,442.602448,0.641953;341.149689,450.675537,0.737313;444.982666,444.970184,0.534414;559.274841,443.796814,0.000000;630.920288,440.164764,0.000000;744.978271,440.454529,0.211481;842.552246,453.197968,0.000000;895.868835,412.002563,0.000000;276.490723,501.906982,0.590110;338.612457,502.781616,0.374579;444.067963,540.635315,0.103218;547.904419,538.117798,0.000000;639.386169,552.806030,0.044222;730.935303,544.791931,0.000000;823.123779,493.374329,0.000000;899.806458,513.452698,0.006272|548.915833,306.134521,0.001818;623.082336,304.709564,0.000000;538.700684,340.259827,0.000000;622.902954,351.526794,0.000000
275.239380,356.138916,0.000000;341.400269,350.540314,0.000000;444.417572,351.717133,0.000000;538.532898,366.743713,0.000180;654.604614,355.804749,0.000000;724.136597,351.750916,0.000000;838.193176,355.811798,0.375160;891.143616,366.222076,0.000000;273.461609,442.602448,0.000000;341.149689,450.675537,0.000000;444.956146,444.957092,0.499656;559.274841,443.796814,0.000000;630.920288,440.164764,0.000000;744.981750,440.434326,0.211481;842.552551,453.198273,0.022127;895.868835,412.002563,0.000000;276.490723,501.906982,0.000000;338.612457,502.781616,0.000000;444.067993,540.635254,0.003733;547.904419,538.117798,0.000685;639.385376,552.805054,0.037898;730.906372,544.825378,0.552336;823.123352,493.373840,0.014145;899.806458,513.452576,0.002435|548.915833,306.134521,0.017193;623.082336,304.709564,0.000000;538.700684,340.259796,0.016464;622.902954,351.526794,0.000000
275.196167,356.138855,0.604387;341.384338,350.510101,0.391064;444.357544,351.679504,0.708882;538.461426,366.604767,0.893563;654.590637,355.750244,0.568527;724.136353,351.723267,0.311779;838.196289,355.786407,0.358736;891.143616,366.222229,0.013809;273.454742,442.601166,0.154244;341.149628,450.676025,0.026460;444.950317,444.927979,0.463652;559.267334,443.702881,0.648404;630.893616,440.083374,0.522599;744.983459,440.412537,0.211269;842.539429,453.168243,0.262203;895.861267,412.000946,0.197672;276.490662,501.906769,0.053361;338.612457,502.781708,0.011005;444.056549,540.619324,0.530313;547.895325,538.042542,0.822192;639.378113,552.695862,0.411601;730.878479,544.744507,0.656298;823.074463,493.359802,0.519336;899.773315,513.468384,0.469387|548.882324,306.031799,0.648296;623.110718,304.504181,0.687524;538.632935,340.159729,0.795636;622.882507,351.477081,0.468734
275.152710,356.138245,0.759187;341.369202,350.481049,0.499451;444.297729,351.643005,0.724565;538.385437,366.473907,0.891152;654.581665,355.697968,0.375124;724.135132,351.696259,0.309364;838.197327,355.761841,0.385933;891.143738,366.222321,0.017105;273.388641,442.601013,0.761418;341.066833,450.659210,1.039904;444.858795,444.834808,1.494742;559.258118,443.614166,0.671412;630.868408,439.999023,0.423579;744.985352,440.390381,0.299112;842.525940,453.135986,0.280433;895.855225,412.000336,0.174508;276.490723,501.906982,0.053361;338.610962,502.780151,0.056096;444.045563,540.601990,0.407676;547.888672,537.964966,0.751342;639.368530,552.593079,0.323902;730.851196,544.666931,0.635104;823.020630,493.346100,0.636987;899.742432,513.482727,0.422910|548.843079,305.927338,0.655016;623.138550,304.502563,0.236908;538.556030,340.064026,0.760056;622.864807,351.436401,0.354787
275.135559,356.142090,0.426859;341.357666,350.508728,0.735815;444.317169,351.627197,0.595801;538.384888,366.463318,0.142113;654.579956,355.703400,0.200456;724.135132,351.696259,0.000000;838.199768,355.812958,0.784077;891.166504,366.229584,0.439218;273.433868,442.601868,0.687316;341.129822,450.674225,0.909133;444.945648,444.812134,1.335132;559.267029,443.590179,0.697120;630.869446,439.998077,0.385593;744.986206,440.381866,0.362409;842.526062,453.135193,0.050501;895.855225,412.000305,0.002179;276.490662,501.906311,0.064414;338.601715,502.770477,0.409526;444.056824,540.578735,0.586253;547.888184,537.963745,0.247745;639.371582,552.572510,0.698297;730.849243,544.639832,0.429218;823.048462,493.345520,0.464353;899.742432,513.482849,0.005527|548.843079,305.927338,0.000649;623.143921,304.360168,0.526052;538.556030,340.064026,0.000513;622.863586,351.463135,0.683039
275.135559,356.142090,0.000949;341.346344,350.479401,0.438565;444.347809,351.655853,0.606125;538.485535,366.448181,0.693920;654.579956,355.703400,0.000000;724.135132,351.696259,0.000000;838.264343,355.816254,0.735194;891.222412,366.218536,0.890583;273.419159,442.602875,0.442814;341.135925,450.670990,0.377499;444.940582,444.874298,0.675794;559.278259,443.597168,0.681433;630.867615,439.997894,0.134836;744.981018,440.423767,0.543989;842.552734,453.199280,0.527205;895.855225,412.000366,0.002703;276.490417,501.905853,0.034963;338.592102,502.755005,0.505371;444.045502,540.601868,0.586341;547.897949,537.915039,0.792468;639.371582,552.572510,0.000000;730.851135,544.666931,0.429298;823.122925,493.373413,0.845244;899.807556,513.451660,0.872765|548.856079,305.881470,0.516060;623.142883,304.317566,0.225843;538.630798,339.992310,0.744185;622.863586,351.463135,0.000000
275.120087,356.145630,0.378793;341.322021,350.477661,0.344259;444.275177,351.569397,0.957368;538.382141,366.327026,0.500681;654.571411,355.583893,0.703820;724.135803,351.618011,0.486387;838.231445,355.778839,0.972815;891.183899,366.234680,0.761718;273.421051,442.601868,0.230689;341.108459,450.671173,0.416975;444.933136,444.718292,0.965690;559.268372,443.479187,0.597655;630.871765,439.875458,0.507818;744.980713,440.312317,0.378360;842.536621,453.101593,0.585997;895.855225,412.000305,0.002703;276.490845,501.906891,0.046705;338.591949,502.755005,0.006792;444.056061,540.479370,0.751598;547.899231,537.799011,0.702306;639.367371,552.476868,0.398188;730.847717,544.613281,0.649798;823.072571,493.345398,0.805848;899.743164,513.481812,0.867050|548.736816,305.759186,0.696375;623.090271,304.134216,0.678533;538.517456,339.862885,0.704112;622.864136,351.246948,0.574338
275.053131,356.142487,0.641668;341.290955,350.474396,0.383158;444.268036,351.541016,0.564963;538.372437,366.199371,0.707024;654.569153,355.470917,0.555976;724.137695,351.577179,0.237569;838.246216,355.788635,0.311839;891.184387,366.234375,0.018158;273.398315,442.601379,0.204220;341.092316,450.664398,0.379546;444.913452,444.708160,0.467761;559.262024,443.421173,0.543841;630.851196,439.829285,0.420323;744.978210,440.284058,0.271947;842.536621,453.102722,0.030878;895.855225,412.000336,0.003524;276.490234,501.905426,0.069753;338.581268,502.730988,0.697676;444.047882,540.473511,0.360006;547.894958,537.764343,0.469263;639.329895,552.416687,0.641428;730.846741,544.587341,0.237701;823.072998,493.345917,0.017565;899.743225,513.481812,0.010661|548.682739,305.654388,0.543561;623.116394,304.128510,0.258963;538.491455,339.679901,0.763044;622.862000,351.113617,0.561679
274.984924,356.136230,0.878224;341.260529,350.471863,0.478898;444.252747,351.500275,0.796745;538.378784,366.177124,0.231838;654.571777,355.459290,0.177516;724.135315,351.541779,0.390082;838.266052,355.798767,0.473255;891.191284,366.238495,0.230660;273.373810,442.600800,0.423647;341.064362,450.664185,0.558119;444.910583,444.704468,0.108876;559.268860,443.375061,0.515831;630.869568,439.762665,0.394295;744.977844,440.237335,0.430287;842.547974,453.067627,0.299176;895.855225,412.000305,0.003524;276.490723,501.907135,0.096758;338.577576,502.728027,0.233616;444.051025,540.400635,0.600999;547.891418,537.731079,0.432666;639.367004,552.361572,0.511049;730.844788,544.558777,0.421352;823.072449,493.345215,0.035551;899.743225,513.481812,0.000000|548.640259,305.609344,0.372185;623.138855,304.023163,0.494597;538.489868,339.680115,0.043449;622.874634,351.004669,0.621572
274.974487,356.116943,0.921921;341.187775,350.468903,0.553769;444.243317,351.453278,0.913170;538.350891,366.017853,0.682174;654.558533,355.410126,1.011971;724.251587,351.477722,1.213588;838.343872,355.726837,1.288555;891.270508,366.227844,0.921821;273.339081,442.584412,0.790221;340.999084,450.592224,1.099737;444.837433,444.603394,1.065760;559.160278,443.235992,0.983600;630.810669,439.649139,0.853750;744.932678,440.215179,0.749343;842.535767,453.083893,0.620178;895.854553,411.871429,0.375036;276.394928,501.899902,0.574386;338.478607,502.650299,0.911264;444.049469,540.281250,0.871247;547.820007,537.595825,1.616918;639.250916,552.308472,0.416567;730.728088,544.478333,0.985342;823.042236,493.347321,0.535411;899.675049,513.363708,1.382053|548.618652,305.588989,0.998875;623.181885,303.990784,1.057029;538.449036,339.559631,0.649522;622.870178,350.860077,1.166262
274.860535,356.112000,1.483087;341.095551,350.468903,0.664352;444.166107,351.351929,0.851299;538.316345,365.871033,0.984890;654.568665,355.201630,0.743696;724.255432,351.404236,0.666306;838.334900,355.670624,0.930167;891.266724,366.225952,0.121844;273.339081,442.584412,0.000000;340.999084,450.592224,0.000000;444.837433,444.603394,0.000000;559.141479,443.208679,0.800209;630.791016,439.568817,0.780361;744.936340,440.090698,0.792055;842.532776,452.983215,0.441477;895.854553,411.871429,0.000000;276.394928,501.899902,0.000000;338.478607,502.650299,0.000000;444.027130,540.231384,1.009804;547.816040,537.547974,0.743156;639.250793,552.233032,0.487817;730.727966,544.365417,0.458774;823.038147,493.248108,0.602909;899.641418,513.294312,0.690576|548.606018,305.367676,0.617182;623.227844,303.808899,1.042424;538.412720,339.399353,0.843774;622.885498,350.609924,0.768346
